t_launch,launchFlag,yaw,pitch,roll,altitude,accel_x,accel_y,accel_z,TVCPitch,TVCYaw
1.448000,1,-136.277649,2.915509,-2.107830,103.164940,-0.040000,0.200000,-0.350000,7.500000,7.500000
1.495000,1,-138.652908,2.685038,-2.016308,103.585060,-0.210000,0.000000,-0.250000,7.500000,7.500000
1.542000,1,-145.554871,2.671444,-2.203598,103.249496,0.050000,0.330000,-0.110000,7.500000,7.500000
1.589000,1,-141.138123,0.812770,-0.632913,101.989128,-0.420000,-0.930000,0.630000,7.500000,7.500000
1.637000,1,-94.786102,0.914502,-0.076310,99.296654,0.100000,0.230000,0.160000,7.500000,7.500000
1.685000,1,-94.746529,0.921536,-0.076256,97.111496,-0.100000,0.000000,-0.100000,7.500000,7.500000
1.732000,1,-93.920372,0.913003,-0.062435,114.524078,-0.040000,0.110000,-0.270000,7.500000,7.500000
1.779000,1,-93.520363,0.905470,-0.055607,114.439522,-0.080000,0.020000,-0.270000,7.500000,7.500000
1.827000,1,-93.558258,0.898528,-0.055772,114.524078,-0.060000,0.040000,-0.280000,7.500000,7.500000
1.876000,1,-93.148659,0.891093,-0.048945,114.270416,-0.090000,0.060000,-0.290000,7.500000,7.500000
1.925000,1,-92.732086,0.883595,-0.042117,114.690544,-0.070000,0.060000,-0.270000,7.500000,7.500000
1.975000,1,-92.732086,0.883595,-0.042117,115.028755,-0.080000,0.040000,-0.320000,7.500000,7.500000
2.024000,1,-92.308403,0.876033,-0.035289,113.934853,-0.080000,0.030000,-0.270000,7.500000,7.500000
2.073000,1,-92.337852,0.869081,-0.035454,114.270416,-0.060000,0.040000,-0.290000,7.500000,7.500000
2.120000,1,-91.903694,0.861619,-0.028627,114.524078,-0.060000,0.060000,-0.290000,7.500000,7.500000
2.167000,1,-91.462029,0.854321,-0.021799,114.944199,-0.060000,0.020000,-0.300000,7.500000,7.500000
2.216000,1,-91.462029,0.854321,-0.021799,114.354973,-0.070000,0.030000,-0.300000,7.500000,7.500000
2.266000,1,-91.485260,0.847422,-0.021964,114.690544,-0.060000,0.030000,-0.320000,7.500000,7.500000
2.315000,1,-91.032417,0.840000,-0.015137,114.944199,-0.050000,0.060000,-0.310000,7.500000,7.500000
2.364000,1,-90.571655,0.832748,-0.008309,114.775093,-0.050000,0.020000,-0.310000,7.500000,7.500000
2.412000,1,-90.571655,0.832748,-0.008309,114.690544,-0.050000,0.010000,-0.300000,7.500000,7.500000
2.459000,1,-90.587952,0.825668,-0.008475,115.197861,-0.040000,0.060000,-0.290000,7.500000,7.500000
2.507000,1,-90.102837,0.825668,-0.001482,114.859650,-0.050000,0.040000,-0.290000,7.500000,7.500000
2.556000,1,-90.115273,0.818527,-0.001647,114.859650,-0.060000,0.020000,-0.280000,7.500000,7.500000
2.606000,1,-90.115273,0.818527,-0.001647,115.279770,-0.070000,0.020000,-0.280000,7.500000,7.500000
2.655000,1,-89.634232,0.811324,0.005180,114.608627,-0.050000,0.030000,-0.310000,7.500000,7.500000
2.704000,1,-89.642822,0.804542,0.005015,114.524078,-0.060000,0.040000,-0.260000,7.500000,7.500000
2.752000,1,-89.642822,0.804542,0.005015,114.524078,-0.050000,0.010000,-0.270000,7.500000,7.500000
2.799000,1,-89.642822,0.804542,0.005015,115.197861,-0.060000,0.040000,-0.300000,7.500000,7.500000
2.848000,1,-89.642822,0.804542,0.005015,114.775093,-0.050000,0.030000,-0.260000,7.500000,7.500000
2.897000,1,-89.642822,0.804542,0.005015,114.524078,-0.050000,0.020000,-0.300000,7.500000,7.500000
2.946000,1,-89.642822,0.804542,0.005015,115.028755,-0.050000,0.030000,-0.260000,7.500000,7.500000
2.996000,1,-89.642822,0.804542,0.005015,114.944199,-0.070000,0.030000,-0.290000,7.500000,7.500000
3.044000,1,-89.642822,0.804542,0.005015,115.279770,-0.040000,0.030000,-0.300000,7.500000,7.500000
3.091000,1,-89.642822,0.804542,0.005015,115.028755,-0.040000,0.010000,-0.260000,7.500000,7.500000
3.139000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.000000,-0.280000,7.500000,7.500000
3.188000,1,-89.642822,0.804542,0.005015,115.113304,-0.060000,0.020000,-0.280000,7.500000,7.500000
3.235000,1,-89.642822,0.804542,0.005015,114.859650,-0.070000,0.030000,-0.280000,7.500000,7.500000
3.282000,1,-89.642822,0.804542,0.005015,114.354973,-0.070000,0.000000,-0.280000,7.500000,7.500000
3.330000,1,-89.642822,0.804542,0.005015,114.690544,-0.060000,0.010000,-0.310000,7.500000,7.500000
3.379000,1,-89.642822,0.804542,0.005015,114.608627,-0.060000,0.030000,-0.280000,7.500000,7.500000
3.429000,1,-89.642822,0.804542,0.005015,115.028755,-0.060000,0.010000,-0.300000,7.500000,7.500000
3.478000,1,-89.642822,0.804542,0.005015,115.028755,-0.050000,0.030000,-0.280000,7.500000,7.500000
3.527000,1,-89.642822,0.804542,0.005015,114.775093,-0.060000,0.000000,-0.270000,7.500000,7.500000
3.576000,1,-89.642822,0.804542,0.005015,114.690544,-0.050000,0.040000,-0.280000,7.500000,7.500000
3.624000,1,-89.642822,0.804542,0.005015,114.944199,-0.050000,0.030000,-0.300000,7.500000,7.500000
3.671000,1,-89.642822,0.804542,0.005015,114.608627,-0.060000,0.030000,-0.290000,7.500000,7.500000
3.720000,1,-89.642822,0.804542,0.005015,114.944199,-0.070000,0.010000,-0.290000,7.500000,7.500000
3.769000,1,-89.642822,0.804542,0.005015,115.028755,-0.050000,0.020000,-0.290000,7.500000,7.500000
3.819000,1,-89.642822,0.804542,0.005015,114.859650,-0.070000,0.010000,-0.300000,7.500000,7.500000
3.868000,1,-89.642822,0.804542,0.005015,114.690544,-0.050000,0.020000,-0.300000,7.500000,7.500000
3.917000,1,-89.642822,0.804542,0.005015,114.690544,-0.060000,0.030000,-0.290000,7.500000,7.500000
3.964000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.030000,-0.300000,7.500000,7.500000
4.012000,1,-89.642822,0.804542,0.005015,114.944199,-0.050000,0.020000,-0.310000,7.500000,7.500000
4.061000,1,-89.642822,0.804542,0.005015,114.019402,-0.050000,0.010000,-0.260000,7.500000,7.500000
4.110000,1,-89.642822,0.804542,0.005015,113.681190,-0.040000,0.030000,-0.290000,7.500000,7.500000
4.159000,1,-89.642822,0.804542,0.005015,111.659851,-0.070000,0.020000,-0.270000,7.500000,7.500000
4.209000,1,-89.642822,0.804542,0.005015,108.042580,-0.060000,0.030000,-0.280000,7.500000,7.500000
4.257000,1,-89.642822,0.804542,0.005015,106.782219,-0.040000,0.030000,-0.290000,7.500000,7.500000
4.304000,1,-89.642822,0.804542,0.005015,108.547256,-0.060000,0.020000,-0.290000,7.500000,7.500000
4.352000,1,-89.642822,0.804542,0.005015,110.230385,-0.060000,0.020000,-0.280000,7.500000,7.500000
4.401000,1,-89.642822,0.804542,0.005015,111.073265,-0.060000,0.020000,-0.270000,7.500000,7.500000
4.451000,1,-89.642822,0.804542,0.005015,112.333633,-0.060000,0.010000,-0.260000,7.500000,7.500000
4.500000,1,-89.642822,0.804542,0.005015,113.261070,-0.060000,0.010000,-0.260000,7.500000,7.500000
4.549000,1,-89.642822,0.804542,0.005015,114.019402,-0.070000,0.030000,-0.250000,7.500000,7.500000
4.597000,1,-89.642822,0.804542,0.005015,114.354973,-0.050000,0.020000,-0.310000,7.500000,7.500000
4.644000,1,-89.642822,0.804542,0.005015,114.608627,-0.070000,0.030000,-0.280000,7.500000,7.500000
4.693000,1,-89.642822,0.804542,0.005015,114.439522,-0.040000,0.030000,-0.260000,7.500000,7.500000
4.740000,1,-89.642822,0.804542,0.005015,114.690544,-0.070000,0.030000,-0.280000,7.500000,7.500000
4.787000,1,-89.642822,0.804542,0.005015,114.608627,-0.050000,0.030000,-0.260000,7.500000,7.500000
4.834000,1,-89.642822,0.804542,0.005015,114.439522,-0.080000,-0.010000,-0.280000,7.500000,7.500000
4.883000,1,-89.642822,0.804542,0.005015,114.944199,-0.070000,0.040000,-0.280000,7.500000,7.500000
4.933000,1,-89.642822,0.804542,0.005015,114.690544,-0.060000,0.010000,-0.310000,7.500000,7.500000
4.982000,1,-89.642822,0.804542,0.005015,114.690544,-0.080000,0.040000,-0.270000,7.500000,7.500000
5.031000,1,-89.642822,0.804542,0.005015,114.690544,-0.050000,0.000000,-0.300000,7.500000,7.500000
5.081000,1,-89.642822,0.804542,0.005015,114.944199,-0.080000,0.030000,-0.270000,7.500000,7.500000
5.129000,1,-89.642822,0.804542,0.005015,114.690544,-0.070000,0.030000,-0.290000,7.500000,7.500000
5.176000,1,-89.642822,0.804542,0.005015,114.690544,-0.060000,0.020000,-0.260000,7.500000,7.500000
5.224000,1,-89.642822,0.804542,0.005015,114.859650,-0.070000,0.020000,-0.290000,7.500000,7.500000
5.273000,1,-89.642822,0.804542,0.005015,114.690544,-0.050000,0.020000,-0.270000,7.500000,7.500000
5.323000,1,-89.642822,0.804542,0.005015,114.101311,-0.050000,0.020000,-0.290000,7.500000,7.500000
5.372000,1,-89.642822,0.804542,0.005015,114.524078,-0.060000,0.020000,-0.310000,7.500000,7.500000
5.421000,1,-89.642822,0.804542,0.005015,114.185867,-0.050000,0.030000,-0.300000,7.500000,7.500000
5.469000,1,-89.642822,0.804542,0.005015,114.775093,-0.060000,0.020000,-0.260000,7.500000,7.500000
5.516000,1,-89.642822,0.804542,0.005015,114.775093,-0.050000,0.020000,-0.290000,7.500000,7.500000
5.565000,1,-89.642822,0.804542,0.005015,115.028755,-0.060000,0.030000,-0.280000,7.500000,7.500000
5.614000,1,-89.642822,0.804542,0.005015,115.197861,-0.050000,0.000000,-0.300000,7.500000,7.500000
5.663000,1,-89.642822,0.804542,0.005015,115.279770,-0.050000,0.030000,-0.280000,7.500000,7.500000
5.713000,1,-89.642822,0.804542,0.005015,115.279770,-0.060000,0.030000,-0.290000,7.500000,7.500000
5.761000,1,-89.642822,0.804542,0.005015,115.364319,-0.060000,-0.010000,-0.290000,7.500000,7.500000
5.809000,1,-89.642822,0.804542,0.005015,115.533424,-0.070000,0.040000,-0.280000,7.500000,7.500000
5.856000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.020000,-0.290000,7.500000,7.500000
5.905000,1,-89.642822,0.804542,0.005015,115.197861,-0.060000,0.010000,-0.260000,7.500000,7.500000
5.955000,1,-89.642822,0.804542,0.005015,115.113304,-0.060000,0.020000,-0.270000,7.500000,7.500000
6.004000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.030000,-0.290000,7.500000,7.500000
6.053000,1,-89.642822,0.804542,0.005015,115.028755,-0.070000,0.030000,-0.280000,7.500000,7.500000
6.102000,1,-89.642822,0.804542,0.005015,115.279770,-0.070000,0.010000,-0.290000,7.500000,7.500000
6.149000,1,-89.642822,0.804542,0.005015,114.944199,-0.050000,0.030000,-0.280000,7.500000,7.500000
6.197000,1,-89.642822,0.804542,0.005015,114.859650,-0.050000,0.030000,-0.280000,7.500000,7.500000
6.245000,1,-89.642822,0.804542,0.005015,115.028755,-0.040000,0.010000,-0.260000,7.500000,7.500000
6.292000,1,-89.642822,0.804542,0.005015,114.944199,-0.050000,0.020000,-0.280000,7.500000,7.500000
6.339000,1,-89.642822,0.804542,0.005015,115.197861,-0.060000,0.020000,-0.270000,7.500000,7.500000
6.387000,1,-89.642822,0.804542,0.005015,114.775093,-0.050000,0.030000,-0.290000,7.500000,7.500000
6.436000,1,-89.642822,0.804542,0.005015,114.775093,-0.040000,0.020000,-0.250000,7.500000,7.500000
6.486000,1,-89.642822,0.804542,0.005015,114.690544,-0.070000,0.010000,-0.300000,7.500000,7.500000
6.535000,1,-89.642822,0.804542,0.005015,114.859650,-0.070000,0.010000,-0.270000,7.500000,7.500000
6.585000,1,-89.642822,0.804542,0.005015,115.028755,-0.050000,0.030000,-0.280000,7.500000,7.500000
6.633000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.050000,-0.280000,7.500000,7.500000
6.680000,1,-89.642822,0.804542,0.005015,115.113304,-0.060000,0.010000,-0.280000,7.500000,7.500000
6.728000,1,-89.642822,0.804542,0.005015,115.113304,-0.070000,0.000000,-0.310000,7.500000,7.500000
6.777000,1,-89.642822,0.804542,0.005015,115.028755,-0.050000,0.030000,-0.290000,7.500000,7.500000
6.826000,1,-89.642822,0.804542,0.005015,114.944199,-0.070000,0.010000,-0.300000,7.500000,7.500000
6.876000,1,-89.642822,0.804542,0.005015,115.028755,-0.060000,0.020000,-0.300000,7.500000,7.500000
6.925000,1,-89.642822,0.804542,0.005015,115.028755,-0.050000,0.020000,-0.290000,7.500000,7.500000
6.973000,1,-89.642822,0.804542,0.005015,114.775093,-0.060000,0.020000,-0.310000,7.500000,7.500000
7.020000,1,-89.642822,0.804542,0.005015,115.197861,-0.060000,0.010000,-0.310000,7.500000,7.500000
7.068000,1,-89.642822,0.804542,0.005015,115.364319,-0.050000,0.000000,-0.300000,7.500000,7.500000
7.118000,1,-89.642822,0.804542,0.005015,115.028755,-0.050000,0.020000,-0.290000,7.500000,7.500000
7.167000,1,-89.642822,0.804542,0.005015,114.690544,-0.060000,0.010000,-0.260000,7.500000,7.500000
7.216000,1,-89.642822,0.804542,0.005015,115.028755,-0.070000,0.010000,-0.270000,7.500000,7.500000
7.265000,1,-89.642822,0.804542,0.005015,114.524078,-0.050000,0.010000,-0.270000,7.500000,7.500000
7.313000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.020000,-0.280000,7.500000,7.500000
7.360000,1,-89.642822,0.804542,0.005015,114.859650,-0.060000,0.020000,-0.270000,7.500000,7.500000
7.409000,1,-89.642822,0.804542,0.005015,115.448875,-0.040000,0.030000,-0.290000,7.500000,7.500000
7.458000,1,-89.642822,0.804542,0.005015,115.533424,-0.060000,0.010000,-0.280000,7.500000,7.500000
7.508000,1,-89.642822,0.804542,0.005015,115.448875,-0.060000,0.020000,-0.250000,7.500000,7.500000
7.557000,1,-89.642822,0.804542,0.005015,115.364319,-0.050000,0.020000,-0.250000,7.500000,7.500000
7.606000,1,-89.642822,0.804542,0.005015,114.944199,-0.040000,0.010000,-0.260000,7.500000,7.500000
7.653000,1,-89.642822,0.804542,0.005015,115.617981,-0.050000,0.020000,-0.250000,7.500000,7.500000
7.701000,1,-89.642822,0.804542,0.005015,114.690544,-0.040000,0.020000,-0.280000,7.500000,7.500000
7.749000,1,-89.642822,0.804542,0.005015,115.617981,-0.060000,0.030000,-0.290000,7.500000,7.500000
7.796000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.000000,-0.280000,7.500000,7.500000
7.843000,1,-89.642822,0.804542,0.005015,114.524078,-0.070000,0.020000,-0.290000,7.500000,7.500000
7.891000,1,-89.642822,0.804542,0.005015,115.279770,-0.050000,0.010000,-0.280000,7.500000,7.500000
7.940000,1,-89.642822,0.804542,0.005015,114.944199,-0.070000,0.010000,-0.280000,7.500000,7.500000
7.990000,1,-89.642822,0.804542,0.005015,114.439522,-0.050000,0.010000,-0.300000,7.500000,7.500000
8.039000,1,-89.642822,0.804542,0.005015,115.197861,-0.070000,0.020000,-0.300000,7.500000,7.500000
8.089000,1,-89.642822,0.804542,0.005015,114.775093,-0.070000,0.030000,-0.270000,7.500000,7.500000
8.138000,1,-89.642822,0.804542,0.005015,115.113304,-0.070000,0.010000,-0.300000,7.500000,7.500000
8.185000,1,-89.642822,0.804542,0.005015,115.113304,-0.050000,0.000000,-0.260000,7.500000,7.500000
8.232000,1,-89.642822,0.804542,0.005015,115.364319,-0.070000,0.020000,-0.280000,7.500000,7.500000
8.281000,1,-89.642822,0.804542,0.005015,104.509857,-0.080000,0.030000,-0.280000,7.500000,7.500000
8.330000,1,-89.642822,0.804542,0.005015,99.885880,-0.060000,0.030000,-0.280000,7.500000,7.500000
8.380000,1,-89.642822,0.804542,0.005015,99.381203,-0.060000,0.020000,-0.280000,7.500000,7.500000
8.429000,1,-89.642822,0.804542,0.005015,99.296654,-0.070000,0.020000,-0.290000,7.500000,7.500000
8.478000,1,-89.642822,0.804542,0.005015,98.710068,-0.080000,0.000000,-0.280000,7.500000,7.500000
8.525000,1,-89.642822,0.804542,0.005015,98.961082,-0.070000,0.000000,-0.330000,7.500000,7.500000
8.573000,1,-89.642822,0.804542,0.005015,99.045639,-0.060000,0.010000,-0.300000,7.500000,7.500000
8.622000,1,-89.642822,0.804542,0.005015,99.296654,-0.060000,0.020000,-0.280000,7.500000,7.500000
8.671000,1,-89.642822,0.804542,0.005015,99.550308,-0.050000,0.040000,-0.280000,7.500000,7.500000
8.720000,1,-89.642822,0.804542,0.005015,99.045639,-0.060000,0.020000,-0.280000,7.500000,7.500000
8.770000,1,-89.642822,0.804542,0.005015,99.130188,-0.060000,0.030000,-0.280000,7.500000,7.500000
8.818000,1,-89.642822,0.804542,0.005015,99.045639,-0.040000,0.020000,-0.310000,7.500000,7.500000
8.865000,1,-89.642822,0.804542,0.005015,99.214745,-0.060000,0.020000,-0.280000,7.500000,7.500000
8.913000,1,-89.642822,0.804542,0.005015,99.045639,-0.060000,0.030000,-0.270000,7.500000,7.500000
8.962000,1,-89.642822,0.804542,0.005015,99.296654,-0.060000,0.010000,-0.300000,7.500000,7.500000
9.012000,1,-89.642822,0.804542,0.005015,99.130188,-0.060000,0.010000,-0.260000,7.500000,7.500000
9.061000,1,-89.642822,0.804542,0.005015,98.961082,-0.070000,0.010000,-0.280000,7.500000,7.500000
9.110000,1,-89.642822,0.804542,0.005015,99.045639,-0.050000,0.020000,-0.270000,7.500000,7.500000
9.158000,1,-89.642822,0.804542,0.005015,99.045639,-0.060000,0.010000,-0.270000,7.500000,7.500000
9.205000,1,-89.642822,0.804542,0.005015,98.876534,-0.060000,0.020000,-0.260000,7.500000,7.500000
9.254000,1,-89.642822,0.804542,0.005015,99.214745,-0.050000,0.020000,-0.290000,7.500000,7.500000
9.302000,1,-89.642822,0.804542,0.005015,98.961082,-0.060000,0.010000,-0.290000,7.500000,7.500000
9.349000,1,-89.642822,0.804542,0.005015,99.130188,-0.040000,0.000000,-0.300000,7.500000,7.500000
9.396000,1,-89.642822,0.804542,0.005015,99.381203,-0.060000,0.040000,-0.280000,7.500000,7.500000
9.445000,1,-89.642822,0.804542,0.005015,98.876534,-0.080000,0.030000,-0.270000,7.500000,7.500000
9.494000,1,-89.642822,0.804542,0.005015,98.625519,-0.050000,0.000000,-0.280000,7.500000,7.500000
9.543000,1,-89.642822,0.804542,0.005015,98.710068,-0.060000,0.020000,-0.310000,7.500000,7.500000
9.593000,1,-89.642822,0.804542,0.005015,99.130188,-0.060000,0.030000,-0.300000,7.500000,7.500000
9.642000,1,-89.642822,0.804542,0.005015,98.876534,-0.050000,0.020000,-0.290000,7.500000,7.500000
9.690000,1,-89.642822,0.804542,0.005015,99.045639,-0.040000,0.040000,-0.280000,7.500000,7.500000
9.737000,1,-89.642822,0.804542,0.005015,99.130188,-0.070000,0.040000,-0.290000,7.500000,7.500000
9.785000,1,-89.642822,0.804542,0.005015,99.550308,-0.060000,0.030000,-0.300000,7.500000,7.500000
9.834000,1,-89.642822,0.804542,0.005015,99.214745,-0.070000,0.010000,-0.290000,7.500000,7.500000
9.884000,1,-89.642822,0.804542,0.005015,111.913513,-0.060000,0.040000,-0.280000,7.500000,7.500000
9.933000,1,-89.642822,0.804542,0.005015,114.775093,-0.060000,0.020000,-0.290000,7.500000,7.500000
9.982000,1,-89.642822,0.804542,0.005015,115.279770,-0.070000,0.010000,-0.300000,7.500000,7.500000
10.031000,1,-89.642822,0.804542,0.005015,115.364319,-0.070000,0.030000,-0.290000,7.500000,7.500000
10.078000,1,-89.642822,0.804542,0.005015,115.028755,-0.060000,0.020000,-0.310000,7.500000,7.500000
10.126000,1,-89.642822,0.804542,0.005015,115.028755,-0.050000,0.040000,-0.300000,7.500000,7.500000
10.175000,1,-89.642822,0.804542,0.005015,115.028755,-0.050000,0.020000,-0.280000,7.500000,7.500000
10.224000,1,-89.642822,0.804542,0.005015,115.279770,-0.050000,0.000000,-0.290000,7.500000,7.500000
10.274000,1,-89.642822,0.804542,0.005015,115.197861,-0.060000,0.020000,-0.290000,7.500000,7.500000
10.323000,1,-89.642822,0.804542,0.005015,114.775093,-0.060000,0.020000,-0.280000,7.500000,7.500000
10.371000,1,-89.642822,0.804542,0.005015,115.279770,-0.080000,0.020000,-0.290000,7.500000,7.500000
10.418000,1,-89.642822,0.804542,0.005015,115.028755,-0.080000,0.010000,-0.250000,7.500000,7.500000
10.466000,1,-89.642822,0.804542,0.005015,115.028755,-0.080000,0.030000,-0.300000,7.500000,7.500000
10.516000,1,-89.642822,0.804542,0.005015,114.775093,-0.050000,0.020000,-0.270000,7.500000,7.500000
10.565000,1,-89.642822,0.804542,0.005015,115.197861,-0.050000,0.040000,-0.290000,7.500000,7.500000
10.614000,1,-89.642822,0.804542,0.005015,114.775093,-0.070000,0.030000,-0.280000,7.500000,7.500000
10.663000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.020000,-0.260000,7.500000,7.500000
10.710000,1,-89.642822,0.804542,0.005015,114.608627,-0.080000,0.010000,-0.270000,7.500000,7.500000
10.758000,1,-89.642822,0.804542,0.005015,115.028755,-0.040000,0.040000,-0.290000,7.500000,7.500000
10.807000,1,-89.642822,0.804542,0.005015,115.197861,-0.050000,0.030000,-0.260000,7.500000,7.500000
10.854000,1,-89.642822,0.804542,0.005015,114.608627,-0.050000,0.040000,-0.270000,7.500000,7.500000
10.901000,1,-89.642822,0.804542,0.005015,114.690544,-0.050000,0.000000,-0.280000,7.500000,7.500000
10.949000,1,-89.642822,0.804542,0.005015,114.775093,-0.070000,0.030000,-0.290000,7.500000,7.500000
10.998000,1,-89.642822,0.804542,0.005015,114.690544,-0.060000,0.020000,-0.300000,7.500000,7.500000
11.047000,1,-89.642822,0.804542,0.005015,114.524078,-0.050000,0.020000,-0.290000,7.500000,7.500000
11.097000,1,-89.642822,0.804542,0.005015,114.439522,-0.060000,0.020000,-0.280000,7.500000,7.500000
11.146000,1,-89.642822,0.804542,0.005015,114.608627,-0.050000,0.030000,-0.280000,7.500000,7.500000
11.195000,1,-89.642822,0.804542,0.005015,114.775093,-0.050000,0.010000,-0.280000,7.500000,7.500000
11.243000,1,-89.642822,0.804542,0.005015,114.439522,-0.070000,0.030000,-0.300000,7.500000,7.500000
11.290000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.010000,-0.270000,7.500000,7.500000
11.339000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.020000,-0.270000,7.500000,7.500000
11.388000,1,-89.642822,0.804542,0.005015,114.690544,-0.030000,0.010000,-0.300000,7.500000,7.500000
11.437000,1,-89.642822,0.804542,0.005015,114.944199,-0.050000,0.020000,-0.310000,7.500000,7.500000
11.487000,1,-89.642822,0.804542,0.005015,114.859650,-0.040000,0.020000,-0.280000,7.500000,7.500000
11.536000,1,-89.642822,0.804542,0.005015,114.944199,-0.060000,0.000000,-0.290000,7.500000,7.500000
11.583000,1,-89.642822,0.804542,0.005015,114.690544,-0.070000,0.010000,-0.310000,7.500000,7.500000
11.630000,1,-89.642822,0.804542,0.005015,114.775093,-0.070000,0.020000,-0.290000,7.500000,7.500000
11.679000,1,-89.642822,0.804542,0.005015,114.775093,-0.060000,0.030000,-0.280000,7.500000,7.500000
11.729000,1,-89.642822,0.804542,0.005015,114.690544,-0.060000,0.000000,-0.300000,7.500000,7.500000
