t_launch,launchFlag,yaw,pitch,roll,altitude,accel_x,accel_y,accel_z,TVCPitch,TVCYaw
24.393,1,164.867828,82.878685,-82.625755,109.474693,-0.05,-0.72,-0.68,7.5,-7.5
24.440001,1,164.798187,79.571304,-79.202087,109.136482,0.44,0.61,0.14,7.5,-7.5
24.487,1,164.688782,72.633804,-72.034737,109.136482,0.46,-0.06,0.15,7.5,-7.5
24.534,1,164.11731,67.669289,-66.875298,109.051926,-0.52,-0.14,-0.18,7.5,-7.5
24.580999,1,163.241531,61.428684,-60.371841,108.970016,0.09,0.06,-0.36,7.5,-7.5
24.629,1,161.800232,55.38073,-53.993938,109.051926,0.31,0.4,0.5,7.5,-7.5
24.677,1,160.870377,52.44418,-50.859676,109.136482,-0.19,0.75,0.61,7.5,-7.5
24.726,1,160.404968,50.758083,-49.074539,109.556602,0.68,-0.45,-0.72,7.5,-7.5
24.775999,1,160.148178,49.689949,-47.951988,108.631805,0.04,-0.31,-0.56,7.5,-7.5
24.825001,1,159.787186,48.727631,-46.915035,109.136482,-0.33,0.31,0.34,7.5,-7.5
24.874001,1,159.476089,47.985165,-46.112064,109.221031,0.13,-0.33,0.37,7.5,-7.5
24.923,1,159.043518,46.049152,-44.08876,109.051926,-0.18,-0.95,-0.04,7.5,-7.5
24.969999,1,159.092072,44.635399,-42.686344,109.051926,-0.08,0.43,1.21,7.5,-7.5
25.018,1,158.372467,42.165886,-40.093586,109.474693,0.49,0.42,0.8,7.5,-7.5
25.066999,1,157.517029,38.42437,-36.240517,109.305588,-0.21,0.22,0.89,7.5,-7.5
25.115999,1,156.858551,35.005878,-32.781425,108.631805,-0.1,0.42,0.06,7.5,-7.5
25.166,1,155.56076,30.651381,-28.347551,108.970016,-0.3,1.01,0.38,7.5,-7.5
25.215,1,151.953674,25.087029,-22.449568,109.221031,0.06,0.8,0.03,7.5,-7.5
25.264,1,142.980576,19.274143,-15.59997,109.051926,-0.12,0.28,-1.01,7.5,-7.5
25.312,1,128.795578,15.782343,-10.042324,109.136482,0,0.36,-1.38,7.5,-7.5
25.358999,1,110.623367,14.490736,-5.201389,108.800911,0.53,-0.23,-1.83,7.5,-7.5
25.408001,1,99.225533,15.168461,-2.488767,108.800911,0.55,-3.34,1.78,7.5,-7.5
25.457001,1,93.069702,16.449841,-0.905839,109.136482,0.36,-1.29,2.44,7.5,-5.127669
25.507,1,89.052414,17.07024,0.290964,109.474693,0.36,-0.01,-0.95,7.5,1.563531
25.556,1,88.737404,16.956064,0.384917,108.885468,0.79,-1.04,-0.07,7.5,2.109056
25.605,1,89.313225,16.949717,0.2093,108.970016,0.27,-0.87,0.2,7.5,1.147198
25.653,1,92.143761,16.806864,-0.647332,108.547256,0.12,-0.92,-0.41,7.5,-3.626513
25.700001,1,87.775146,15.93118,0.634889,108.970016,-0.07,0.2,-0.38,7.5,3.812976
25.747999,1,84.64518,15.020046,1.43447,109.556602,0.45,0.46,0.57,7.5,7.5
25.795,1,81.826012,14.221298,2.06365,108.547256,0.12,0.99,0.82,7.5,7.5
25.841999,1,82.50045,14.024541,1.867305,108.716362,0.27,-0.46,-0.3,7.5,7.5
25.889999,1,83.462936,14.044229,1.631254,108.800911,0.27,-0.39,0.26,7.5,7.5
25.937,1,85.064438,13.899517,1.21967,109.051926,-0.49,-0.03,1.17,7.5,7.5
25.983999,1,80.157204,14.024626,2.445079,109.051926,0.35,-0.01,-0.29,7.5,7.5
26.031,1,78.862114,14.012374,2.760002,108.970016,0.18,0.53,0.29,7.5,7.5
26.08,1,83.67746,13.969276,1.569177,108.885468,-0.14,-0.54,-0.4,7.5,7.5
26.129,1,87.77787,13.969687,0.552625,108.885468,0.29,-0.43,-0.08,7.5,3.711874
26.177999,1,91.703102,14.014503,-0.425026,109.305588,-0.15,-0.13,0.13,7.5,-2.844883
26.228001,1,94.529602,14.058786,-1.132993,108.885468,-0.25,0.21,0.44,7.5,-7.47374
26.277,1,99.952667,14.301108,-2.522763,109.305588,0.4,0.43,-0.11,7.5,-7.5
26.326,1,105.718941,14.718708,-4.070934,109.136482,-0.19,-0.63,-0.81,7.5,-7.5
26.372999,1,104.141968,14.51069,-3.618297,108.716362,0.02,-0.35,-0.07,7.5,-7.5
26.421,1,102.490829,14.380966,-3.17405,108.970016,0,-0.09,-0.13,7.5,-7.5
26.469999,1,102.683548,14.357972,-3.216854,108.885468,0.36,0.02,0.42,7.5,-7.5
26.518999,1,106.207558,14.721543,-4.194401,108.716362,-0.17,-0.22,-0.32,7.5,-7.5
26.568001,1,108.152298,14.912826,-4.742854,108.716362,0.14,-0.5,0.05,7.5,-7.5
26.618,1,108.254906,14.873323,-4.755523,109.221031,0.2,0,0,7.5,-7.5
26.666,1,109.149994,15.083379,-5.052418,109.051926,0.04,-0.23,-0.05,7.5,-7.5
26.714001,1,109.287514,15.191337,-5.125177,108.970016,0.17,-0.17,-0.19,7.5,-7.5
26.761,1,109.270119,15.167326,-5.112275,109.051926,0.08,-0.24,-0.01,7.5,-7.5
26.809999,1,109.133797,15.091803,-5.051243,108.800911,0.07,-0.08,-0.21,7.5,-7.5
26.860001,1,109.234917,15.047458,-5.061325,109.136482,0.18,-0.28,-0.06,7.5,-7.5
26.908001,1,109.38652,15.058029,-5.103256,109.474693,0.04,-0.17,-0.04,7.5,-7.5
26.955999,1,109.946968,15.039576,-5.237204,108.970016,0.04,-0.07,-0.16,7.5,-7.5
27.003,1,110.228027,15.095868,-5.328297,109.051926,0.03,-0.22,-0.1,7.5,-7.5
27.051001,1,110.211838,15.085334,-5.320518,109.051926,0.05,-0.16,-0.14,7.5,-7.5
27.098,1,109.780022,15.089939,-5.213536,108.800911,0.05,-0.09,0.09,7.5,-7.5
27.145,1,109.920395,15.107691,-5.255328,108.885468,0.06,0.05,0.02,7.5,-7.5
27.191999,1,110.539757,15.147629,-5.42579,109.136482,0.13,-0.3,-0.2,7.5,-7.5
27.239,1,110.747047,15.15428,-5.480211,109.136482,0.08,-0.02,0.01,7.5,-7.5
27.285999,1,110.983986,15.113625,-5.524222,109.556602,-0.03,-0.21,-0.26,7.5,-7.5
27.333,1,111.241943,15.177946,-5.613426,109.221031,0.1,-0.13,0.22,7.5,-7.5
27.382,1,111.759354,15.169023,-5.739367,109.051926,0.01,-0.24,-0.42,7.5,-7.5
27.431999,1,111.766541,15.110913,-5.718198,109.390137,0.11,-0.05,-0.12,7.5,-7.5
27.481001,1,111.157494,15.040207,-5.539449,109.556602,-0.04,0,0.05,7.5,-7.5
27.531,1,111.863907,15.083352,-5.731486,109.051926,0.06,-0.17,0,7.5,-7.5
27.579,1,112.655602,15.173341,-5.963786,109.556602,0.07,-0.17,-0.27,7.5,-7.5
27.627001,1,111.944427,15.004515,-5.72,109.221031,0.14,-0.13,-0.15,7.5,-7.5
27.674,1,111.495598,14.835796,-5.543723,109.221031,-0.02,-0.14,-0.39,7.5,-7.5
27.723,1,111.323639,14.812919,-5.492972,109.474693,0.06,-0.07,0,7.5,-7.5
27.771999,1,111.052582,14.710668,-5.387599,109.725708,0.02,-0.33,-0.23,7.5,-7.5
27.822001,1,110.056168,14.591676,-5.101738,109.390137,-0.01,-0.06,-0.26,7.5,-7.5
27.871,1,108.924591,14.515187,-4.799839,109.641159,0,-0.02,-0.09,7.5,-7.5
27.92,1,108.643875,14.488062,-4.722131,109.474693,0.04,0.37,0.37,7.5,-7.5
27.968,1,108.732018,14.727482,-4.825259,109.305588,0.05,-0.39,-0.16,7.5,-7.5
28.014999,1,109.428947,14.838624,-5.036245,109.474693,-0.23,-0.09,0.08,7.5,-7.5
28.063,1,109.445168,14.836878,-5.039665,109.474693,0.03,-0.22,-0.31,7.5,-7.5
28.113001,1,108.8078,14.746586,-4.850311,109.390137,0,-0.09,0,7.5,-7.5
28.162001,1,108.537132,14.728585,-4.777282,108.885468,0.1,-0.14,-0.2,7.5,-7.5
28.209999,1,108.353539,14.707278,-4.724665,109.136482,0.01,-0.07,0,7.5,-7.5
28.257,1,108.746216,14.719744,-4.825952,109.390137,0.15,-0.13,-0.04,7.5,-7.5
28.305,1,108.793251,14.699152,-4.830642,109.136482,0.02,-0.03,-0.25,7.5,-7.5
28.351999,1,108.517075,14.674529,-4.754131,109.136482,0.03,-0.17,0.1,7.5,-7.5
28.399,1,108.713333,14.648232,-4.793656,109.305588,0.09,-0.16,-0.17,7.5,-7.5
28.445999,1,108.319328,14.600578,-4.680572,109.725708,0.09,-0.07,-0.05,7.5,-7.5
28.493999,1,107.78376,14.546262,-4.531211,108.970016,0.02,-0.1,-0.08,7.5,-7.5
28.541,1,107.877663,14.506423,-4.541335,109.474693,-0.01,-0.07,-0.03,7.5,-7.5
28.587999,1,108.890472,14.528331,-4.796078,108.885468,0.03,-0.22,-0.2,7.5,-7.5
28.636,1,109.508766,14.551142,-4.954314,109.136482,0.15,-0.18,-0.13,7.5,-7.5
28.684999,1,109.419815,14.551224,-4.932644,109.221031,0.11,-0.03,-0.06,7.5,-7.5
28.733999,1,109.556427,14.523768,-4.956209,109.136482,0.08,-0.07,-0.08,7.5,-7.5
28.784,1,109.50592,14.491296,-4.932344,109.051926,0.05,-0.09,-0.15,7.5,-7.5
28.833,1,109.124969,14.452567,-4.826542,109.390137,0.08,-0.07,-0.03,7.5,-7.5
28.881001,1,109.325592,14.530822,-4.902477,109.305588,-0.04,0.02,-0.01,7.5,-7.5
28.927999,1,110.247452,14.557149,-5.135264,109.305588,-0.06,0.01,-0.02,7.5,-7.5
28.976,1,111.405685,14.573935,-5.420684,109.305588,0.1,0.02,-0.15,7.5,-7.5
29.025,1,113.839851,14.875851,-6.127979,108.716362,0.1,-0.22,-0.29,7.5,-7.5
29.073999,1,114.703362,15.122895,-6.443869,109.474693,0,-0.09,-0.12,7.5,-7.5
29.124001,1,114.873734,15.244172,-6.539249,109.641159,-0.02,0.1,0,7.5,-7.5
29.172001,1,116.338387,15.582952,-7.053701,108.885468,0,0.04,0.02,7.5,-7.5
29.219,1,118.078049,15.92848,-7.650781,109.305588,0.02,-0.08,-0.23,7.5,-7.5
29.267,1,119.275368,16.184698,-8.07789,109.474693,0.01,0.04,-0.05,7.5,-7.5
29.316,1,121.121994,16.574097,-8.745409,109.390137,-0.11,-0.03,0.03,7.5,-7.5
29.365,1,123.941223,17.015333,-9.696041,109.221031,0.04,0,-0.17,7.5,-7.5
29.414,1,125.91655,17.47459,-10.462896,109.390137,0.01,-0.3,-0.73,7.5,-7.5
29.464001,1,123.935371,17.385662,-9.914497,108.547256,0,0.47,0.27,7.5,-7.5
29.511999,1,121.280029,17.019175,-9.030753,109.221031,-0.32,0.48,0.82,7.5,-7.5
29.559999,1,119.869461,16.634783,-8.463612,109.305588,0.15,-0.09,-0.08,7.5,-7.5
29.607,1,118.854164,16.367693,-8.067147,109.556602,0.1,-0.03,-0.16,7.5,-7.5
29.653999,1,116.939064,15.968153,-7.386244,109.641159,-0.03,0.17,-0.27,7.5,-7.5
29.701,1,115.26519,15.705039,-6.843231,109.305588,0.02,-0.14,0.12,7.5,-7.5
29.749001,1,115.100487,15.686229,-6.793556,109.390137,0.04,0.14,-0.25,7.5,-7.5
29.796,1,115.91153,15.755777,-7.028674,109.641159,0.1,0.08,0.02,7.5,-7.5
29.843,1,116.502602,15.833042,-7.212512,109.810265,0.02,0.02,-0.17,7.5,-7.5
29.889999,1,116.236656,15.851606,-7.154673,109.474693,0.05,0.21,-0.42,7.5,-7.5
29.938,1,115.529488,15.771102,-6.939719,109.474693,-0.04,0.23,0.23,7.5,-7.5
29.987,1,115.627586,15.849069,-7.000222,109.474693,0.14,0.01,-0.25,7.5,-7.5
30.037001,1,116.087311,16.020679,-7.196335,109.390137,0,-0.21,-0.09,7.5,-7.5
30.086,1,116.289063,16.052053,-7.262259,109.390137,-0.13,-0.01,-0.11,7.5,-7.5
30.135,1,115.864647,15.761236,-7.019387,109.390137,0.06,0.2,-0.11,7.5,-7.5
32.169998,1,94.70388,10.923731,-0.906757,109.051926,-0.09,0.03,0.04,7.5,-7.5
34.194,1,89.241798,10.836342,0.145125,109.641159,0.02,-0.07,-0.02,7.5,1.26651
36.229,1,111.080612,33.559116,-13.419884,109.641159,-0.7,0.54,-0.17,7.5,-7.5
38.252998,1,107.97084,26.510475,-8.749031,109.894814,0.11,0.09,0.02,7.5,-7.5
40.271999,0,108.445145,19.863285,-6.520886,109.136482,-0.23,0.66,0.26,0,0
42.313999,0,106.313972,19.949554,-5.821594,108.885468,-0.04,0.08,0.08,0,0
44.356998,0,110.567101,19.950956,-7.267328,109.221031,-0.14,-0.11,-0.07,0,0
46.403,0,101.22731,18.071228,-3.63513,109.305588,1.13,-0.94,-0.52,0,0
0.048,1,86.905357,17.983576,1.003929,109.474693,0.04,-0.33,0.13,7.5,7.5
0.097,1,73.551285,18.861694,5.525344,109.725708,-0.16,1.32,0.08,7.5,7.5
0.145,1,74.332222,18.823523,5.259653,109.810265,-0.21,0.62,0.15,7.5,7.5
0.192,1,78.227203,18.498587,3.905049,109.894814,0.17,-0.42,-0.18,7.5,7.5
0.24,1,79.540237,18.406433,3.457297,109.390137,0.08,0.52,-0.1,7.5,7.5
0.287,1,81.604828,18.361235,2.774329,110.061279,0.14,0.02,-0.04,7.5,7.5
0.334,1,83.628372,18.348232,2.10792,109.641159,-0.08,-0.08,0.09,7.5,7.5
0.381,1,84.855263,18.412241,1.709885,109.641159,-0.16,0.17,-0.37,7.5,7.5
0.428,1,85.482582,18.451124,1.505306,109.221031,0.33,-0.17,0.21,7.5,7.5
0.475,1,87.0905,18.49581,0.972738,109.390137,0.18,0.25,-0.3,7.5,4.986389
0.523,1,90.81044,18.469038,-0.270683,109.221031,0.04,-0.18,-0.01,7.5,-1.370994
0.571,1,93.689552,18.485504,-1.232404,109.474693,-0.22,-0.6,0.29,7.5,-6.241494
0.621,1,95.423019,18.494959,-1.810699,109.221031,0.11,-0.14,0,7.5,-7.5
0.67,1,96.099533,18.535675,-2.040369,109.725708,0.18,0.03,-0.13,7.5,-7.5
0.719,1,97.924347,18.613134,-2.658415,109.136482,-0.07,-0.03,0.02,7.5,-7.5
0.768,1,98.386833,18.612879,-2.812321,108.716362,0.07,-0.08,-0.02,7.5,-7.5
0.815,1,98.231522,18.596212,-2.75789,109.390137,0.04,0.13,0.03,7.5,-7.5
0.863,1,98.317932,18.622581,-2.790899,108.885468,0.18,0.21,-0.28,7.5,-7.5
0.912,1,99.108162,18.593792,-3.04843,109.136482,0.06,-0.08,-0.17,7.5,-7.5
0.961,1,99.167656,18.577484,-3.065227,109.136482,-0.03,0.18,0,7.5,-7.5
1.01,1,99.07106,18.579937,-3.033595,108.800911,0.02,0.2,-0.15,7.5,-7.5
1.06,1,99.956352,18.632429,-3.336391,108.547256,0.07,-0.02,-0.06,7.5,-7.5
1.108,1,101.392525,18.707533,-3.826689,108.970016,0.13,0.11,-0.08,7.5,-7.5
1.156,1,101.777222,18.728008,-3.958304,109.474693,0.11,-0.19,0,7.5,-7.5
1.203,1,100.971825,18.729242,-3.692178,109.641159,0.06,0.19,-0.13,7.5,-7.5
1.252,1,100.165947,18.720785,-3.423036,109.305588,0.08,0.02,0.01,7.5,-7.5
1.302,1,100.165619,18.756907,-3.429969,109.474693,-0.03,0.05,-0.1,7.5,-7.5
1.351,1,99.294128,18.747921,-3.137507,108.716362,0.07,0.07,0.19,7.5,-7.5
1.401,1,99.201096,18.755739,-3.107859,108.970016,-0.02,-0.2,-0.07,7.5,-7.5
1.45,1,98.474312,18.718582,-2.858556,109.641159,0.29,0.39,-0.05,7.5,-7.5
1.498,1,98.757233,18.719242,-2.953335,109.390137,0.09,0.03,-0.06,7.5,-7.5
1.545,1,98.57122,18.706276,-2.888972,108.970016,-0.04,0.14,0,7.5,-7.5
1.592,1,97.969604,18.70764,-2.688152,109.221031,0.12,0.13,-0.09,7.5,-7.5
1.64,1,97.838722,18.753942,-2.651266,109.305588,-0.03,0.12,0.07,7.5,-7.5
1.687,1,99.315292,18.840979,-3.161449,109.136482,0.03,0.3,-0.19,7.5,-7.5
1.734,1,101.989929,18.976503,-4.086106,109.641159,0.19,-0.09,-0.56,7.5,-7.5
1.781,1,102.80442,19.096992,-4.387875,108.970016,0.06,0.05,0.62,7.5,-7.5
1.828,1,101.83902,19.016665,-4.04478,109.390137,0.06,-0.35,-0.21,7.5,-7.5
1.875,1,100.163635,18.891293,-3.455766,108.970016,0.21,-0.06,-0.63,7.5,-7.5
1.924,1,100.786438,18.899591,-3.666182,109.305588,0.23,0.17,-0.06,7.5,-7.5
1.974,1,101.693596,18.971514,-3.985686,109.221031,0.06,-0.47,-0.04,7.5,-7.5
2.023,1,101.432693,18.939594,-3.891171,108.970016,0,0.47,-0.25,7.5,-7.5
2.072,1,101.821198,18.966869,-4.027283,108.970016,0.21,0.29,-0.07,7.5,-7.5
2.122,1,102.592255,19.053385,-4.305977,109.474693,0.06,0.05,-0.02,7.5,-7.5
2.169,1,103.551178,19.179317,-4.659288,109.474693,0,-0.11,-0.04,7.5,-7.5
2.216,1,104.394745,19.275665,-4.968829,109.390137,0,-0.02,0,7.5,-7.5
2.265,1,104.538383,19.297419,-5.023296,109.474693,0.07,0.02,-0.17,7.5,-7.5
2.314,1,104.679588,19.317118,-5.076343,109.641159,-0.13,0.02,0.28,7.5,-7.5
2.363,1,104.420982,19.276049,-4.977639,108.970016,0.17,0.19,-0.07,7.5,-7.5
2.412,1,103.872749,19.205132,-4.77425,109.136482,0.02,-0.01,-0.05,7.5,-7.5
2.459,1,101.992691,19.022785,-4.097619,109.051926,0.11,0.01,0.11,7.5,-7.5
2.507,1,98.127151,18.764732,-2.749828,108.970016,0.04,0.08,-0.11,7.5,-7.5
2.555,1,96.307693,18.674379,-2.126606,109.051926,0.02,0.69,-0.23,7.5,-7.5
2.605,1,97.633087,18.673069,-2.570249,109.136482,-0.22,-0.34,0,7.5,-7.5
2.654,1,98.232605,18.660627,-2.768506,109.136482,0,0.07,0.23,7.5,-7.5
2.703,1,100.52977,18.737047,-3.547094,109.051926,0.37,-0.04,-0.19,7.5,-7.5
2.752,1,100.407356,18.837786,-3.526742,109.305588,0.1,-0.55,0.08,7.5,-7.5
2.8,1,97.184074,18.734983,-2.428699,109.390137,-0.01,0.08,0.02,7.5,-7.5
2.847,1,95.400772,18.647024,-1.819198,110.061279,-0.13,-0.45,-0.12,7.5,-7.5
2.895,1,91.313293,18.584642,-0.441527,109.556602,-0.01,0.78,-0.28,7.5,-2.221652
2.942,1,90.694725,18.630365,-0.234204,109.474693,0.03,1.48,0.35,7.5,-1.190642
2.989,1,98.844238,18.688965,-2.977149,109.556602,-0.06,-0.77,-0.42,7.5,-7.5
3.036,1,101.899483,18.753435,-4.004632,109.051926,0.1,-0.38,1.01,7.5,-7.5
3.083,1,102.390373,18.8549,-4.190857,109.136482,0.17,-0.33,-0.28,7.5,-7.5
3.131,1,100.974106,18.688623,-3.684371,109.221031,-0.03,0.18,-0.15,7.5,-7.5
3.178,1,100.674339,18.603697,-3.567657,109.474693,-0.16,-0.13,-0.07,7.5,-7.5
3.227,1,100.103035,18.554605,-3.369772,109.390137,0.08,-0.01,-0.17,7.5,-7.5
3.276,1,99.167938,18.489586,-3.049793,109.136482,0.1,0.24,0,7.5,-7.5
3.326,1,98.452011,18.435387,-2.805026,109.390137,-0.09,0.11,-0.04,7.5,-7.5
3.375,1,98.748672,18.473276,-2.908921,109.556602,-0.08,0.17,-0.24,7.5,-7.5
3.423,1,99.90519,18.558704,-3.305357,109.305588,-0.06,-0.04,-0.03,7.5,-7.5
3.47,1,101.009155,18.595825,-3.676287,109.136482,0.08,-0.25,0.03,7.5,-7.5
3.518,1,100.795021,18.572531,-3.601072,109.221031,0.11,0.18,-0.08,7.5,-7.5
3.567,1,100.750031,18.562653,-3.584197,109.305588,-0.08,-0.15,0,7.5,-7.5
3.616,1,99.805161,18.511692,-3.263397,108.970016,0.05,0.07,-0.11,7.5,-7.5
3.666,1,99.366379,18.489586,-3.115055,108.970016,-0.05,-0.01,-0.07,7.5,-7.5
3.714,1,98.725945,18.456551,-2.898584,109.136482,-0.01,-0.07,0.01,7.5,-7.5
3.762,1,97.488312,18.387747,-2.480623,109.221031,0,0.03,-0.21,7.5,-7.5
3.809,1,96.536362,18.348471,-2.162076,109.641159,-0.03,-0.07,0.05,7.5,-7.5
3.858,1,95.911766,18.328205,-1.954139,109.136482,0.01,-0.01,-0.08,7.5,-7.5
3.907,1,95.334129,18.334709,-1.764585,109.390137,0.02,0.05,-0.27,7.5,-7.5
3.957,1,95.220528,18.38727,-1.732452,109.474693,0.12,-0.08,0.09,7.5,-7.5
4.005,1,95.437096,18.393354,-1.804699,109.221031,0.14,0.02,-0.16,7.5,-7.5
4.053,1,95.494438,18.39963,-1.824311,109.641159,0.04,-0.17,0.41,7.5,-7.5
4.1,1,94.895477,18.414425,-1.627493,108.970016,0.09,0.38,-0.34,7.5,-7.5
4.148,1,95.331329,18.472574,-1.777836,109.051926,-0.03,0.02,0.23,7.5,-7.5
4.195,1,95.46357,18.507593,-1.825477,109.641159,0.18,0.17,-0.32,7.5,-7.5
4.242,1,94.212914,18.499922,-1.408078,109.390137,-0.27,-0.27,-0.43,7.5,-7.220223
4.289,1,95.207405,18.458288,-1.735227,109.305588,-0.3,0.05,0.21,7.5,-7.5
4.336,1,99.091393,18.560465,-3.036922,109.474693,0.14,0.61,-0.11,7.5,-7.5
4.383,1,105.849709,18.950335,-5.35725,109.051926,0.08,0.07,-0.08,7.5,-7.5
4.431,1,108.861351,19.117107,-6.393693,109.221031,0.13,-0.38,-0.46,7.5,-7.5
4.48,1,108.625053,19.136848,-6.323768,109.97937,-0.18,0.71,0.13,7.5,-7.5
4.529,1,108.841049,19.142359,-6.396005,109.136482,0.28,-0.08,-0.81,7.5,-7.5
4.578,1,108.822449,19.157463,-6.395402,109.390137,-0.21,0.23,0.42,7.5,-7.5
4.628,1,108.369301,19.104507,-6.229469,109.136482,-0.01,0.21,-0.59,7.5,-7.5
4.677,1,108.11837,19.112278,-6.150405,109.474693,-0.06,0.31,0.08,7.5,-7.5
4.725,1,108.781326,19.297533,-6.432082,109.641159,0.1,0.17,-0.13,7.5,-7.5
4.772,1,108.617485,19.264717,-6.366553,108.970016,-0.03,0.14,-0.38,7.5,-7.5
4.82,1,108.184502,19.310654,-6.240646,109.305588,0.09,0.02,0.33,7.5,-7.5
4.87,1,106.824135,19.134306,-5.734427,109.136482,-0.02,0.69,-0.53,7.5,-7.5
4.919,1,106.224564,19.147858,-5.541165,109.390137,0.12,-0.08,-0.02,7.5,-7.5
4.968,1,105.301025,19.025864,-5.199476,108.800911,-0.23,0.43,-0.04,7.5,-7.5
5.017,1,105.166664,18.817774,-5.094944,109.221031,-0.08,0.11,0.05,7.5,-7.5
5.064,1,103.910507,18.572821,-4.618175,109.136482,0.39,-0.36,-0.03,7.5,-7.5
5.112,1,101.257004,18.40427,-3.716404,109.556602,-0.53,0.91,-0.67,7.5,-7.5
5.16,1,100.335358,18.222687,-3.380224,109.474693,0.12,0.74,0.15,7.5,-7.5
5.21,1,104.302773,18.417625,-4.702757,109.136482,0.18,-0.06,-0.2,7.5,-7.5
5.259,1,106.226585,18.480797,-5.335633,108.970016,-0.04,-0.01,-0.08,7.5,-7.5
5.308,1,106.876007,18.532677,-5.55849,109.305588,0.2,0.27,0.05,7.5,-7.5
5.355,1,107.760162,18.616152,-5.866726,109.641159,-0.26,0.04,-0.04,7.5,-7.5
5.403,1,108.852531,18.734869,-6.254372,109.221031,-0.09,0.01,-0.08,7.5,-7.5
5.451,1,109.348915,18.80858,-6.438303,108.970016,-0.09,-0.16,-0.14,7.5,-7.5
5.498,1,108.571976,18.667873,-6.141906,109.305588,0.28,0.16,-0.08,7.5,-7.5
5.546,1,108.428574,18.653816,-6.091496,109.136482,0.09,0.1,0.17,7.5,-7.5
5.593,1,108.488243,18.616014,-6.097238,109.221031,-0.08,-0.08,0.05,7.5,-7.5
5.64,1,108.219803,18.576744,-5.998869,109.221031,0.3,0.21,0,7.5,-7.5
5.687,1,108.042336,18.556053,-5.935559,109.221031,-0.3,0.31,0.03,7.5,-7.5
5.734,1,108.253639,18.588072,-6.013184,108.885468,0.09,0.06,-0.27,7.5,-7.5
5.783,1,108.127899,18.558521,-5.96344,109.221031,0.06,0.19,-0.03,7.5,-7.5
5.832,1,108.717377,18.612846,-6.168416,109.390137,0,0,-0.15,7.5,-7.5
5.881,1,108.765381,18.61091,-6.182846,109.221031,0.03,0,0.1,7.5,-7.5
5.931,1,108.241791,18.534246,-5.991177,109.136482,0.09,0.05,-0.07,7.5,-7.5
5.98,1,107.851295,18.475042,-5.847916,108.885468,-0.09,0.28,-0.13,7.5,-7.5
6.028,1,107.981606,18.504377,-5.898752,109.474693,-0.06,0.02,0,7.5,-7.5
6.075,1,107.930428,18.497553,-5.880246,109.390137,0.11,-0.08,-0.29,7.5,-7.5
6.123,1,107.596764,18.445793,-5.758106,109.136482,0.07,0.14,-0.02,7.5,-7.5
6.172,1,107.610298,18.380816,-5.740586,108.885468,0.01,0.04,-0.07,7.5,-7.5
6.222,1,107.31205,18.340811,-5.633911,109.051926,0.1,0.17,0,7.5,-7.5
6.271,1,107.64138,18.369604,-5.746511,108.800911,0.05,0,-0.08,7.5,-7.5
6.32,1,108.011566,18.381216,-5.866391,109.051926,-0.01,0.02,0.01,7.5,-7.5
6.367,1,107.731598,18.34947,-5.768215,108.631805,0.01,0.24,-0.06,7.5,-7.5
6.414,1,107.197685,18.343306,-5.598882,109.390137,-0.06,0,-0.18,7.5,-7.5
6.463,1,106.313957,18.247417,-5.291105,108.380791,0.04,0.08,-0.07,7.5,-7.5
6.513,1,105.768555,18.201105,-5.106161,109.556602,0,0.3,0.12,7.5,-7.5
6.561,1,106.429771,18.259914,-5.331414,108.970016,-0.03,-0.08,-0.09,7.5,-7.5
6.61,1,106.793236,18.282288,-5.452601,109.390137,0.09,0.08,-0.03,7.5,-7.5
6.657,1,107.175766,18.278477,-5.571106,109.136482,0.01,0.1,-0.12,7.5,-7.5
6.704,1,107.5205,18.315897,-5.691087,109.474693,-0.05,-0.08,0,7.5,-7.5
6.751,1,107.329231,18.302732,-5.626849,109.641159,-0.01,0.17,-0.02,7.5,-7.5
6.798,1,107.220901,18.276104,-5.584429,109.305588,-0.01,0.11,-0.05,7.5,-7.5
6.846,1,107.259239,18.280479,-5.597873,109.556602,0.03,-0.04,0,7.5,-7.5
6.894,1,107.074913,18.283268,-5.541152,109.305588,-0.03,0.13,-0.03,7.5,-7.5
6.941,1,106.938728,18.268141,-5.493554,109.221031,0.04,0.08,-0.01,7.5,-7.5
6.988,1,107.58667,18.344988,-5.721297,109.390137,0,0.03,0.42,7.5,-7.5
7.036,1,107.957016,18.378801,-5.848444,109.305588,-0.03,0.06,-0.1,7.5,-7.5
7.085,1,107.949654,18.407927,-5.856239,109.221031,0.04,0.05,0.09,7.5,-7.5
7.134,1,108.204834,18.42198,-5.940715,109.390137,-0.02,-0.01,-0.06,7.5,-7.5
7.184,1,108.48394,18.432081,-6.031612,109.305588,0.01,0.11,-0.08,7.5,-7.5
7.233,1,108.91925,18.423569,-6.164398,109.305588,-0.06,0.25,-0.19,7.5,-7.5
7.282,1,110.733635,18.621992,-6.802718,109.136482,0.1,-0.41,-0.08,7.5,-7.5
7.33,1,110.940964,18.632385,-6.87124,109.474693,0,0.1,-0.1,7.5,-7.5
7.377,1,110.384659,18.604446,-6.687623,109.474693,-0.03,0.18,-0.01,7.5,-7.5
7.426,1,110.868164,18.59951,-6.835877,109.305588,0.08,0.04,0.02,7.5,-7.5
7.475,1,111.297829,18.711695,-7.013419,109.556602,0.06,0.04,-0.11,7.5,-7.5
