t_launch,launchFlag,yaw,pitch,roll,altitude,accel_x,accel_y,accel_z,TVCPitch,TVCYaw
7.773,1,167.768692,81.211975,-81.011581,108.800911,-0.55,-0.03,-0.2,7.5,-7.5
7.822,1,167.771683,81.570198,-81.377403,108.631805,0.18,-0.12,-0.15,7.5,-7.5
7.871,1,167.734482,81.747787,-81.557541,108.970016,-0.4,0.14,0.59,7.5,-7.5
7.919,1,167.753036,82.116943,-81.935875,108.4627,0.16,-0.26,-0.39,7.5,-7.5
7.966,1,167.748215,82.082527,-81.900383,108.631805,0.16,0.2,0.31,7.5,-7.5
8.015,1,167.685028,82.031876,-81.846237,108.547256,-0.27,-0.35,-0.32,7.5,-7.5
8.064,1,167.68483,81.890167,-81.701775,109.051926,0.04,0.07,0.37,7.5,-7.5
8.114,1,167.69693,81.893532,-81.705147,108.296242,-0.1,0.04,0.22,7.5,-7.5
8.163,1,167.70253,81.808197,-81.618736,108.127136,0,0.13,-0.14,7.5,-7.5
8.211,1,167.695633,81.695755,-81.503212,108.380791,-0.04,0.02,0.23,7.5,-7.5
8.258,1,167.704544,81.836861,-81.647926,107.876114,-0.04,0.09,0.2,7.5,-7.5
8.305,1,167.707153,81.913155,-81.726105,108.04258,-0.17,0.31,0.13,7.5,-7.5
8.353,1,167.732162,81.841492,-81.653046,108.296242,0.1,-0.29,-0.15,7.5,-7.5
8.4,1,167.703476,81.628807,-81.435287,108.296242,0.01,0.11,0.33,7.5,-7.5
8.447,1,167.685928,81.702972,-81.510475,108.380791,0.02,-0.15,-0.45,7.5,-7.5
8.496,1,167.681458,81.59388,-81.398666,107.958031,-0.03,0.25,0.43,7.5,-7.5
8.543,1,167.695694,81.73465,-81.543175,108.4627,-0.14,0,0.05,7.5,-7.5
8.59,1,167.749771,81.571945,-81.378372,108.885468,0.01,-0.21,0.06,7.5,-7.5
8.638,1,167.747559,81.553879,-81.360046,108.547256,-0.12,0.2,0.17,7.5,-7.5
8.686,1,167.755585,81.770836,-81.581619,109.305588,0.14,-0.29,-0.02,7.5,-7.5
8.736,1,167.758057,81.836113,-81.648506,108.4627,0.12,0.39,0.14,7.5,-7.5
8.785,1,167.751999,81.696541,-81.505592,108.631805,-0.04,-0.04,0.26,7.5,-7.5
8.834,1,167.737579,81.472626,-81.276253,108.631805,0,0.08,-0.06,7.5,-7.5
8.884,1,167.71817,81.166115,-80.96257,108.800911,-0.05,-0.16,0.16,7.5,-7.5
8.932,1,167.713318,81.155853,-80.951942,108.380791,-0.21,0.13,0.52,7.5,-7.5
8.979,1,167.708633,81.132721,-80.928024,108.380791,0,0.06,-0.06,7.5,-7.5
9.028,1,167.703354,81.016479,-80.809143,108.547256,-0.2,0.12,0.21,7.5,-7.5
9.077,1,167.687439,80.545532,-80.327415,108.885468,-0.1,0.23,0.21,7.5,-7.5
9.126,1,167.61319,79.312462,-79.063141,109.051926,0.09,-0.03,0.06,7.5,-7.5
9.176,1,167.517578,77.66774,-77.378227,109.221031,-0.08,-0.11,0.28,7.5,-7.5
9.225,1,167.545074,77.140671,-76.841042,108.716362,0.42,0.08,0.4,7.5,-7.5
9.274,1,167.555405,77.797234,-77.513115,108.547256,-0.05,0.28,0.19,7.5,-7.5
9.321,1,167.640015,78.247253,-77.976456,109.051926,-0.01,0.7,0.23,7.5,-7.5
9.369,1,167.663834,78.518318,-78.254204,108.885468,0.14,-0.33,-0.01,7.5,-7.5
9.418,1,167.741989,79.15007,-78.903481,108.4627,0.02,0.21,-0.02,7.5,-7.5
9.467,1,167.764587,79.98848,-79.760818,108.547256,-0.01,0,0.38,7.5,-7.5
9.516,1,167.856796,81.490982,-81.299255,109.136482,-0.09,0.05,0.03,7.5,-7.5
9.566,1,168.02742,82.708092,-82.547974,108.716362,-0.06,-0.11,0.45,7.5,-7.5
9.614,1,168.07103,83.441635,-83.298088,108.547256,0.11,0,-0.2,7.5,-7.5
9.661,1,168.206741,83.961014,-83.832069,108.4627,0.01,0.26,-0.02,7.5,-7.5
9.709,1,168.252518,83.884506,-83.75486,109.136482,-0.04,-0.31,0.51,7.5,-7.5
9.757,1,168.327179,84.210419,-84.089272,108.885468,-0.22,0.23,0.12,7.5,-7.5
9.804,1,168.471161,84.280556,-84.163742,108.800911,0.13,0.35,0.06,7.5,-7.5
9.851,1,168.475159,84.410477,-84.296143,109.221031,0.02,0.07,0.27,7.5,-7.5
9.898,1,168.46283,84.415672,-84.301392,108.4627,0,-0.04,0,7.5,-7.5
9.945,1,168.489563,84.147942,-84.028465,108.631805,-0.13,-0.04,0.44,7.5,-7.5
9.992,1,168.449615,83.819733,-83.693481,108.547256,-0.22,0,-0.07,7.5,-7.5
10.04,1,168.46814,83.95813,-83.83461,108.296242,0.05,0.68,0.06,7.5,-7.5
10.089,1,168.43663,83.690277,-83.560814,108.4627,0.13,0.43,-0.36,7.5,-7.5
10.139,1,168.3013,83.413834,-83.27523,108.296242,-0.33,0.03,-0.06,7.5,-7.5
10.188,1,168.371719,84.049171,-83.925491,108.547256,0.11,0.78,-0.47,7.5,-7.5
10.238,1,168.421051,84.726234,-84.617348,108.4627,0.51,0.25,0.24,7.5,-7.5
10.287,1,168.397888,85.406029,-85.310921,109.136482,-0.06,-0.12,-0.57,7.5,-7.5
10.335,1,168.525864,85.394554,-85.300911,108.547256,0.12,0.55,0.27,7.5,-7.5
10.382,1,168.450546,85.911163,-85.826897,108.885468,0.02,0.16,0.45,7.007576,-7.5
10.43,1,168.421097,85.802856,-85.715744,108.800911,-0.05,-0.13,0,7.100137,-7.5
10.48,1,168.38414,85.564262,-85.471558,108.547256,-0.02,0.08,-0.14,7.319035,-7.5
10.529,1,168.309189,85.303108,-85.203979,108.885468,-0.01,0.17,0.4,7.5,-7.5
10.579,1,168.34053,85.231049,-85.131401,108.296242,-0.05,-0.25,0,7.5,-7.5
10.628,1,168.359802,85.483368,-85.38868,108.716362,0.12,0.41,-0.34,7.5,-7.5
10.676,1,168.238541,85.311386,-85.211151,108.04258,-0.12,-0.22,0.31,7.5,-7.5
10.723,1,168.300674,85.616348,-85.523804,108.127136,0.01,-0.12,0.27,7.5,-7.5
10.771,1,168.452271,85.893723,-85.809273,108.631805,0.1,1.09,0.15,6.946423,-7.5
10.821,1,168.49144,85.888718,-85.804611,108.631805,-0.18,-0.9,0.55,6.7836,-7.5
10.87,1,168.588531,86.203598,-86.127167,108.800911,-0.03,0.17,-0.06,6.341558,-7.5
10.919,1,168.49617,86.078293,-85.998276,108.547256,-0.22,-0.17,0,6.550869,-7.5
10.969,1,168.523987,86.10051,-86.021393,109.136482,-0.15,0.02,0.12,6.434144,-7.5
11.017,1,168.608063,86.233276,-86.157661,108.970016,0.11,0.19,0.17,6.372013,-7.5
11.064,1,168.600937,86.419052,-86.347099,109.390137,-0.17,-0.11,0.05,6.13714,-7.5
11.112,1,168.568848,86.697693,-86.630997,109.221031,-0.19,-0.32,0,5.586379,-7.5
11.159,1,168.660782,87.571198,-87.522903,109.136482,0.05,0.41,0.43,4.162558,-7.5
11.206,1,168.616653,88.668045,-88.641319,109.221031,0.04,-0.04,-0.21,2.282746,-7.5
11.253,1,168.703964,89.404289,-89.392517,108.885468,0.18,0.52,0.17,1.020948,-7.5
11.302,1,168.6586,89.833641,-89.83033,108.800911,0.11,-0.08,0.21,0.277888,-7.5
11.349,1,168.678986,89.984825,-89.984528,108.716362,-0.01,0.27,0.18,0.026007,-7.5
11.396,1,168.67067,90.382813,-90.390442,108.380791,0.07,0.15,-0.08,-0.656076,-7.5
11.444,1,168.571686,90.295753,-90.301735,108.885468,-0.04,0.14,0.02,-0.500314,-7.5
11.493,1,168.521286,90.004951,-90.005043,108.885468,0.15,0.13,0,-0.008271,-7.5
11.542,1,168.545502,89.340111,-89.326729,108.631805,-0.01,-0.13,0.19,1.102287,-7.5
11.592,1,168.580246,89.050903,-89.031761,108.547256,0.1,-0.11,0.17,1.566006,-7.5
11.641,1,168.529465,88.891342,-88.868774,108.716362,-0.07,0.29,-0.2,1.851916,-7.5
11.689,1,168.507584,88.462387,-88.431,108.716362,0.04,-0.11,0.05,2.601117,-7.5
11.736,1,168.55658,88.055725,-88.016319,108.885468,0.02,0.1,0.39,3.332159,-7.5
11.784,1,168.557373,88.013672,-87.973396,108.800911,-0.05,0.16,0.11,3.36019,-7.5
11.833,1,168.556412,88.135536,-88.097733,108.631805,-0.05,0.11,0.06,3.114424,-7.5
11.883,1,168.550797,87.907013,-87.864426,108.800911,0,0.14,0.11,3.453421,-7.5
11.932,1,168.521378,87.559555,-87.509781,108.631805,-0.01,-0.02,0.23,4.07655,-7.5
11.981,1,168.526337,87.557579,-87.507767,108.4627,0.12,0.23,0.21,4.079851,-7.5
12.029,1,168.520676,87.599472,-87.550491,108.970016,-0.22,-0.03,0.03,4.060876,-7.5
12.076,1,168.532593,87.564392,-87.514938,108.716362,0.25,0.23,0.33,4.174221,-7.5
12.125,1,168.510406,87.618759,-87.570099,108.296242,-0.24,-0.18,0.11,3.977655,-7.5
12.174,1,168.56424,87.75161,-87.706131,108.4627,0.1,0.35,0.11,3.755739,-7.5
12.223,1,168.526199,87.683685,-87.636566,108.380791,-0.06,0.1,0.35,3.869201,-7.5
12.272,1,168.524124,87.724182,-87.677689,108.211685,-0.04,0.07,-0.1,3.80151,-7.5
12.32,1,168.540359,87.667824,-87.620415,108.631805,0.14,0.04,0.13,3.945296,-7.5
12.367,1,168.513428,87.660942,-87.613235,109.221031,-0.08,0.1,0.12,4.008751,-7.5
12.415,1,168.491226,87.747559,-87.701363,108.380791,0.02,0.26,0.01,3.810364,-7.5
12.462,1,168.415573,87.72113,-87.673843,108.970016,-0.06,-0.02,0.39,3.905598,-7.5
12.509,1,168.374939,87.732071,-87.684692,108.970016,-0.07,0.25,0.3,3.886848,-7.5
12.556,1,168.388977,87.89135,-87.847351,108.800911,-0.11,0.11,0.08,3.613871,-7.5
12.603,1,168.333557,87.936234,-87.892654,109.051926,0.02,-0.23,0.05,3.536948,-7.5
12.65,1,168.288605,88.024574,-87.982651,108.800911,0.09,0.1,-0.15,3.385546,-7.5
12.697,1,168.259537,88.020462,-87.978157,109.136482,-0.15,-0.08,0.33,3.392594,-7.5
12.746,1,168.261749,88.238541,-88.200844,108.800911,0.05,-0.05,-0.09,2.942329,-7.5
12.795,1,168.246078,88.498764,-88.46653,108.800911,-0.01,0.19,0.26,2.507684,-7.5
12.845,1,168.238983,88.477615,-88.445007,108.631805,0,-0.02,0.18,2.511929,-7.5
12.894,1,168.222168,88.458534,-88.425438,109.136482,-0.09,0.16,-0.05,2.574884,-7.5
12.944,1,168.189789,88.144867,-88.104782,108.716362,0.11,0.04,0.34,3.060962,-7.5
12.992,1,168.208176,88.408058,-88.373779,109.221031,-0.18,0.17,-0.54,2.693056,-7.5
13.04,1,168.228958,88.317436,-88.281334,108.800911,0.05,-0.06,0.19,2.846325,-7.5
13.087,1,168.213181,88.311996,-88.275742,108.631805,0.09,0.14,-0.14,2.892953,-7.5
13.136,1,168.180756,88.112015,-88.071091,108.631805,-0.05,-0.02,-0.05,3.153714,-7.5
13.186,1,168.09761,87.575867,-87.522568,108.631805,0.01,-0.21,-0.1,3.999811,-7.5
13.235,1,168.076813,87.210709,-87.149452,108.4627,-0.19,0.28,-0.19,4.659267,-7.5
