t_launch,launchFlag,yaw,pitch,roll,altitude,accel_x,accel_y,accel_z,TVCPitch,TVCYaw
136.360992,0,0.000000,0.000000,0.000000,114.354973,0.000000,0.000000,0.000000,0.000000,0.000000
138.365005,0,0.000000,0.000000,0.000000,115.028755,0.000000,0.000000,0.000000,0.000000,0.000000
140.369995,0,0.000000,0.000000,0.000000,114.690544,0.000000,0.000000,0.000000,0.000000,0.000000
142.375000,0,0.000000,0.000000,0.000000,115.028755,0.000000,0.000000,0.000000,0.000000,0.000000
144.380005,0,0.000000,0.000000,0.000000,114.775093,0.000000,0.000000,0.000000,0.000000,0.000000
146.384995,0,0.000000,0.000000,0.000000,114.944199,0.000000,0.000000,0.000000,0.000000,0.000000
148.389008,0,0.000000,0.000000,0.000000,114.690544,0.000000,0.000000,0.000000,0.000000,0.000000
150.393997,0,0.000000,0.000000,0.000000,114.944199,0.000000,0.000000,0.000000,0.000000,0.000000
152.399002,0,0.000000,0.000000,0.000000,115.028755,0.000000,0.000000,0.000000,0.000000,0.000000
154.404007,0,0.000000,0.000000,0.000000,114.775093,0.000000,0.000000,0.000000,0.000000,0.000000
156.408997,0,0.000000,0.000000,0.000000,114.775093,0.000000,0.000000,0.000000,0.000000,0.000000
158.414001,0,0.000000,0.000000,0.000000,114.775093,0.000000,0.000000,0.000000,0.000000,0.000000
160.419006,0,0.000000,0.000000,0.000000,114.859650,0.000000,0.000000,0.000000,0.000000,0.000000
162.423996,0,0.000000,0.000000,0.000000,115.197861,0.000000,0.000000,0.000000,0.000000,0.000000
164.427994,0,0.000000,0.000000,0.000000,115.197861,0.000000,0.000000,0.000000,0.000000,0.000000
166.432999,0,0.000000,0.000000,0.000000,115.197861,0.000000,0.000000,0.000000,0.000000,0.000000
168.438004,0,0.000000,0.000000,0.000000,115.448875,0.000000,0.000000,0.000000,0.000000,0.000000
170.442993,0,0.000000,0.000000,0.000000,115.448875,0.000000,0.000000,0.000000,0.000000,0.000000
172.447998,0,0.000000,0.000000,0.000000,115.868996,0.000000,0.000000,0.000000,0.000000,0.000000
174.453003,0,0.000000,0.000000,0.000000,115.953545,0.000000,0.000000,0.000000,0.000000,0.000000
176.457993,0,0.000000,0.000000,0.000000,116.542778,0.000000,0.000000,0.000000,0.000000,0.000000
178.462006,0,0.000000,0.000000,0.000000,116.038101,0.000000,0.000000,0.000000,0.000000,0.000000
180.466995,0,0.000000,0.000000,0.000000,115.364319,0.000000,0.000000,0.000000,0.000000,0.000000
182.472000,0,0.000000,0.000000,0.000000,115.448875,0.000000,0.000000,0.000000,0.000000,0.000000
184.477005,0,0.000000,0.000000,0.000000,116.291756,0.000000,0.000000,0.000000,0.000000,0.000000
186.481995,0,0.000000,0.000000,0.000000,116.122650,0.000000,0.000000,0.000000,0.000000,0.000000
188.487000,0,0.000000,0.000000,0.000000,115.953545,0.000000,0.000000,0.000000,0.000000,0.000000
190.492004,0,0.000000,0.000000,0.000000,116.376312,0.000000,0.000000,0.000000,0.000000,0.000000
192.496002,0,0.000000,0.000000,0.000000,116.376312,0.000000,0.000000,0.000000,0.000000,0.000000
194.501007,0,0.000000,0.000000,0.000000,115.868996,0.000000,0.000000,0.000000,0.000000,0.000000
196.505997,0,0.000000,0.000000,0.000000,116.207207,0.000000,0.000000,0.000000,0.000000,0.000000
198.511002,0,0.000000,0.000000,0.000000,116.796432,0.000000,0.000000,0.000000,0.000000,0.000000
200.514999,0,0.000000,0.000000,0.000000,116.458221,0.000000,0.000000,0.000000,0.000000,0.000000
202.520004,0,0.000000,0.000000,0.000000,116.291756,0.000000,0.000000,0.000000,0.000000,0.000000
204.524994,0,0.000000,0.000000,0.000000,116.542778,0.000000,0.000000,0.000000,0.000000,0.000000
206.529999,0,0.000000,0.000000,0.000000,118.228546,0.000000,0.000000,0.000000,0.000000,0.000000
208.535004,0,0.000000,0.000000,0.000000,117.470215,0.000000,0.000000,0.000000,0.000000,0.000000
210.539993,0,0.000000,0.000000,0.000000,120.923668,0.000000,0.000000,0.000000,0.000000,0.000000
212.544998,0,0.000000,0.000000,0.000000,121.597443,0.000000,0.000000,0.000000,0.000000,0.000000
214.550003,0,0.000000,0.000000,0.000000,121.090126,0.000000,0.000000,0.000000,0.000000,0.000000
